Head,Message,Type
Smart cities monitoring COVID 19,"In Ujjain smart city centre, two doctors are stationed at the centre for 24 hours duration to take video conferencing/ telephone calls from the citizens and give appropriate advice based on the symptoms.",Genuine
,"CSIR-IMTECH steps in to take up 100 sample testing a day for COVID-19, move to boost Indiaâ€™s testing capacity",Genuine
,"Make sure you, and the people around you, follow good respiratory hygiene. This means covering your mouth and nose with your bent elbow or tissue when you cough or sneeze. Then dispose of the used tissue immediately. Why? Droplets spread virus. By following good respiratory hygiene you protect the people around you from viruses such as cold, flu and COVID-19.",Genuine
, Video of a family died due to novel coronavirus.,Fake
,Image of the day: 8-year-old boy donates his piggy bank's savings to help fight Covid-19,Genuine
, Video shows problems faced by Chinese police while catching coronavirus-infected people.,Fake
,"Congress playing 'petty politics', should put up united front against COVID-19 pandemic: BJP",Genuine
,"When a disease is new, there is no vaccine until one is developed. It can take a number of years for a new vaccine to be developed.",Genuine
,outbreak triggering relapse of depression cases: Ganga Ram Hospital,Genuine
,"Modi calls all-party video meet, TMC says itâ€™ll skip it",Genuine
,Video of a man who committed suicide in US due to COVID-19,Fake
,China reports no new coronavirus-related deaths for first time since January,Genuine
, Bombay High Court is extending Maharashtra’s lockdown to April 31.,Fake
, Viral video shows a man having great difficulty breathing. Even the medical team keeps a safe distance from this man. These videos are shared as patient suffering from COVID-19.,Fake
,Indian actor Shah Rukh Khan donated money to Pakistan to fight Coronavirus and did not help India at all.,Fake
, The viral text message claims that the chemical substances (methylxanthines) required to cure COVID-19 can be found in tea. Dr. Li Wenliang had found this cure while researching about coronavirus before his death.,Fake
,"Covid-19 update: â€˜Report yourselves or face legal actionâ€™, Assam tells Tablighi Jamaat attendees",Genuine
,"Covid-19 update: British PM Boris Johnson is in ICU, but not on ventilator, says minister",Genuine
,PM shares Vajpayee's famous poem to remind people to light diyas on Sunday night,Genuine
," A purported advisory has been shared repeatedly in multiple Facebook, Twitter and WhatsApp posts that claims a disinfectant will be sprayed into the air overnight in India in an effort to kill the novel coronavirus, COVID-19. The posts urge residents to remain indoors during the spraying.",Fake
," Goats in Ajmer, Rajasthan were found to be COVID-19 positive.",Fake
," Indian Government Has Issued A Guideline To Monitor Citizens Activity, their call and social media handles will be under surveillance.",Fake
,India likely to release Covid-19 rapid testing guidelines today,Genuine
,"To date, there is no specific medicine recommended to prevent or treat the new coronavirus (2019-nCoV).",Genuine
," Rotis hailing PM Modi shared in Madhya Pradesh, India during lockdown.",Fake
," There is science behind Indian Prime minister Modi’s 5 PM clapping initiative. Clapping generates vibration which can kill Coronavirus. Also, 22 March 2020 is Amavasya.",Fake
,India has decided to extend its financial year to July 1 due to the current COVID-19 outbreak.,Fake
," Coronavirus killed 1,12,000 people and infected 28 lakh in China.",Fake
, Drinking lots of water and gargling with warm water and salt or vinegar eliminates the novel coronavirus. Spread the information as you can save someone with this information.,Fake
, The viral video claims mass graves are in Italy.,Fake
,"Evidence to date suggests that children and young adults are less likely to get severe disease, but severe cases can still happen in these age groups. 
",Genuine
,Students of classes 1-8 to be promoted without exams in Haryana: CM Khattar,Genuine
,President Xi Jinping visits Masjid to pray for the coronavirus vicitims.,Fake
,Italyâ€™s Prime Minister Giuseppe Conte broke down publicly due to the ongoing coronavirus pandemic.,Fake
Coronavirus vaccine,"Vaccines against pneumonia, such as pneumococcal vaccine and Haemophilus influenza type B (Hib) vaccine  provide protection against the new coronavirus.",Fake
," In the backdrop of the lockdown, videos of wild animals taking over the roads are surfacing on the internet. Among them, a set of pictures of a herd of Deers is doing the rounds on social media claiming that these pictures are from Lake Club, Chandigarh.",Fake
,Coronavirus: It may be time for everyone to mask up,Genuine
,Delhi Police send second notice to?Tablighi Jamaat over Markaz event,Genuine
,UK PM Boris Johnson invites opposition to join in Covid-19 fight,Genuine
,Chinese President Xi Jinping visited Muslims to understand why Muslims are not contracting COVID-19.,Fake
,Indian Government and World Health Organization advised people to not purchase colours from China for Holi.,Fake
, Dettol sanitizer can kill coronavirus. The company knew about the coronavirus back in 2019.,Fake
,"The clip shows a man outside a store descend into a violent coughing fit and then collapse in the middle of the street as stunned onlookers witness the entire scene. Soon after an ambulance with paramedics arrives at the spot and place the man in a body bag and take him away. The video is doing the rounds with claims that state how a COVID-19 infected patient collapsed and succumbed to the disease in five minutes.


",Fake
,War against Covid-19: Uttar Pradesh to ramp up testing facilities,Genuine
,"Centre agrees to submit status report on migrant workers to SC, but slams frivolous PILs",Genuine
, Central government has announced blanket holiday for schools/colleges in 4 states in India.,Fake
,"960 Tablighi foreigners blacklisted, visas cancelled by MHA; states told to take legal action",Genuine
,Locals hurl stones at cops for enforcing lockdown in Gujarat's Ahmedabad city,Genuine
, Videos of patient gasping for breath shown as patient from India.,Fake
,"In the clip, the man can be heard warning the Muslim community about a â€˜sinister plotâ€™ of the Indian government led by Prime Minister Narendra Modi to kill a section of the population by injecting a vaccine imported from the United States of America. He claims that the government will decide who will live and who wonâ€™t. It proclaims that the attack will take place in a month or so.",Fake
,"Battle against coronavirus: Millions of Indians respond to PM's appeal; light candles, diyas to show collective resolve",Genuine
,PM Modi chairs a key meeting with opposition leaders amid Covid-19,Genuine
,Coronavirus: How to make a mask?,Genuine
, Donald Trump attending the recital of Quran verses to fight coronavirus.,Fake
," In the video, the woman who is asking to take coronavirus seriously is the wife of the Prime Minister of Canada.",Fake
,Videos showing police detaining COVID-19 patients in India,Fake
, A nurse claims that Delhi govt has stopped funding for the hotel stay for doctors and nurses treating COVID-19.,Fake
,Govt initiates blacklisting proceedings against 360 foreign Tablighi Jamaat members,Genuine
,Born in a pandemic: Hospital provides shelter to family of newborn in Pune,Genuine
,"Seriously people- STOP BUYING MASKS! They are NOT effective in preventing general public from catching #Coronavirus, but if healthcare providers canâ€™t get them to care for sick patients, it puts them and our communities at risk! ",Fake
," A video showing migrant laborers from Surat city, in India, are being sent back to Surat after their home states refused to take them back at the state border.",Fake
, Video of women jumping from a building after being locked by the Indian police for shopping during the lockdown in the country to contain COVID-19 spread.,Fake
,Bus driver in China vomits blood after becoming unconscious behind the wheel.,Fake
,Coronavirus update: Odishaâ€™s Ganjam district to fine people for not wearing masks,Genuine
,An Indian politician claimed that the strain of coronavirus in India is less virulent mutation.,Fake
,"Amid Covid-19 crisis, 198 doctors face absenteeism heat in Bihar",Genuine
